datetime,portfolio_value,cash,positions,return
2022-01-03 08:30:00-05:00,100000.0,100000.0,[],
2022-01-03 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-01-03 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-01-04 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-01-05 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-01-06 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-01-07 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-01-08 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-01-09 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-01-10 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-01-11 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-01-12 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-01-13 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-01-14 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-01-15 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-01-16 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-01-17 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-01-18 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-01-19 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-01-20 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-01-21 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-01-22 09:30:00-05:00,50097.2802734375,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",-0.49902719726562506
2022-01-23 09:30:00-05:00,50097.2802734375,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.0
2022-01-24 09:30:00-05:00,51612.64013671875,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.030248345918385544
2022-01-25 09:30:00-05:00,51497.2802734375,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",-0.0022351087442081807
2022-01-26 09:30:00-05:00,50639.35986328125,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",-0.016659528534340273
2022-01-27 09:30:00-05:00,50914.87890625,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.005440808171995215
2022-01-28 09:30:00-05:00,51539.8408203125,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.012274642059215024
2022-01-29 09:30:00-05:00,51539.8408203125,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.0
2022-01-30 09:30:00-05:00,51539.8408203125,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.0
2022-01-31 09:30:00-05:00,50581.12109375,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",-0.018601526727739848
2022-02-01 09:30:00-05:00,49523.8408203125,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",-0.020902665867723158
2022-02-02 09:30:00-05:00,48984.0,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",-0.010900625059982794
2022-02-03 09:30:00-05:00,49493.5986328125,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.010403369116701366
2022-02-04 09:30:00-05:00,50008.79931640625,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.0104094407726536
2022-02-05 09:30:00-05:00,50008.79931640625,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.0
2022-02-06 09:30:00-05:00,50008.79931640625,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.0
2022-02-07 09:30:00-05:00,49654.87890625,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",-0.007077162719244523
2022-02-08 09:30:00-05:00,49966.23876953125,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.006270478755352693
2022-02-09 09:30:00-05:00,49015.35986328125,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",-0.01903042793827081
2022-02-10 09:30:00-05:00,49449.92041015625,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.008865803456041599
2022-02-11 09:30:00-05:00,49666.07958984375,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.004371274572225747
2022-02-12 09:30:00-05:00,49666.07958984375,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.0
2022-02-13 09:30:00-05:00,49666.07958984375,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.0
2022-02-14 09:30:00-05:00,50728.95849609375,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.02140049939571531
2022-02-15 09:30:00-05:00,50302.23876953125,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",-0.008411758080847598
2022-02-16 09:30:00-05:00,50279.8408203125,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",-0.00044526744269512974
2022-02-17 09:30:00-05:00,50359.35986328125,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.0015815293300733835
2022-02-18 09:30:00-05:00,51019.04150390625,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.013099484235223446
2022-02-19 09:30:00-05:00,51019.04150390625,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.0
2022-02-20 09:30:00-05:00,51019.04150390625,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.0
2022-02-21 09:30:00-05:00,51019.04150390625,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.0
2022-02-22 09:30:00-05:00,51628.318359375,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.01194214625576806
2022-02-23 09:30:00-05:00,51542.07958984375,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",-0.0016703772710735532
2022-02-24 09:30:00-05:00,53965.76123046875,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.04702335761210885
2022-02-25 09:30:00-05:00,51883.681640625,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",-0.03858149208628636
2022-02-26 09:30:00-05:00,51883.681640625,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.0
2022-02-27 09:30:00-05:00,51883.681640625,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.0
2022-02-28 09:30:00-05:00,51612.64013671875,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",-0.005224022184540322
2022-03-01 09:30:00-05:00,51275.51904296875,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",-0.006531754486052033
2022-03-02 09:30:00-05:00,51574.560546875,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.005832052205179128
2022-03-03 09:30:00-05:00,50667.35986328125,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",-0.017590080729223412
2022-03-04 09:30:00-05:00,51644.0,100000.0,"[{'asset': SPY, 'quantity': -112.0}]",0.019275528453704283
2022-03-05 09:30:00-05:00,1561.0,100000.0,"[{'asset': SPY, 'quantity': -228.0}]",-0.9697738362636511
2022-03-06 09:30:00-05:00,1561.0,100000.0,"[{'asset': SPY, 'quantity': -228.0}]",0.0
2022-03-07 09:30:00-05:00,1606.602783203125,100000.0,"[{'asset': SPY, 'quantity': -228.0}]",0.029213826523462494
2022-03-08 09:30:00-05:00,4326.64111328125,100000.0,"[{'asset': SPY, 'quantity': -228.0}]",1.6930372326724812
2022-03-09 09:30:00-05:00,3068.07666015625,100000.0,"[{'asset': SPY, 'quantity': -228.0}]",-0.2908871848098643
2022-03-10 09:30:00-05:00,3665.4425048828125,100000.0,"[{'asset': SPY, 'quantity': -228.0}]",0.1947036892800913
2022-03-11 09:30:00-05:00,2388.64111328125,100000.0,"[{'asset': SPY, 'quantity': -228.0}]",-0.3483348572241165
2022-03-12 09:30:00-05:00,2388.64111328125,100000.0,"[{'asset': SPY, 'quantity': -228.0}]",0.0
2022-03-13 10:30:00-04:00,2388.64111328125,100000.0,"[{'asset': SPY, 'quantity': -228.0}]",0.0
2022-03-14 10:30:00-04:00,4037.07666015625,100000.0,"[{'asset': SPY, 'quantity': -228.0}]",0.6901143657410143
2022-03-15 10:30:00-04:00,4292.4425048828125,100000.0,"[{'asset': SPY, 'quantity': -228.0}]",0.06325513885997869
2022-03-16 10:30:00-04:00,1985.07666015625,100000.0,"[{'asset': SPY, 'quantity': -228.0}]",-0.5375414678476993
2022-03-17 10:30:00-04:00,1141.4808349609375,100000.0,"[{'asset': SPY, 'quantity': -228.0}]",-0.42496889018326933
2022-03-18 10:30:00-04:00,136.0,100000.0,"[{'asset': SPY, 'quantity': -228.0}]",-0.8808565191507101
2022-03-19 10:30:00-04:00,-49796.0,100000.0,"[{'asset': SPY, 'quantity': -342.0}]",-367.1470588235294
2022-03-20 10:30:00-04:00,-49796.0,100000.0,"[{'asset': SPY, 'quantity': -342.0}]",0.0
2022-03-21 10:30:00-04:00,-51964.278747558594,100000.0,"[{'asset': SPY, 'quantity': -342.0}]",0.043543231335018806
2022-03-22 10:30:00-04:00,-52484.114990234375,100000.0,"[{'asset': SPY, 'quantity': -342.0}]",0.010003722849712515
2022-03-23 10:30:00-04:00,-52843.221252441406,100000.0,"[{'asset': SPY, 'quantity': -342.0}]",0.006842189532467957
2022-03-24 10:30:00-04:00,-52511.48083496094,100000.0,"[{'asset': SPY, 'quantity': -342.0}]",-0.0062778235243398095
2022-03-25 10:30:00-04:00,-104826.64166259766,100000.0,"[{'asset': SPY, 'quantity': -454.0}]",0.9962613888581577
2022-03-26 10:30:00-04:00,-104826.64166259766,100000.0,"[{'asset': SPY, 'quantity': -454.0}]",0.0
2022-03-27 10:30:00-04:00,-104826.64166259766,100000.0,"[{'asset': SPY, 'quantity': -454.0}]",0.0
2022-03-28 10:30:00-04:00,-105235.23889160156,100000.0,"[{'asset': SPY, 'quantity': -454.0}]",0.003897837634816659
2022-03-29 10:30:00-04:00,-162211.39373779297,100000.0,"[{'asset': SPY, 'quantity': -570.0}]",0.541417071375494
2022-03-30 10:30:00-04:00,-214872.5574951172,100000.0,"[{'asset': SPY, 'quantity': -684.0}]",0.32464528257767444
